location_id,name,state,district,locality,category,section,description,known_for,latitude,longitude,best_season,difficulty,popularity_tier,primary_source,photo_source_url,info_source_url,verification_status,last_verified,record_status
IN-00001,Trimbakeshwar Jyotirlinga,Maharashtra,Nashik,,Jyotirlinga,JYOTIRLINGA,,One of the twelve Jyotirlinga pilgrimage sites of Shiva; special spiritual heritage destination.,,,,,ICONIC,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00080,Kondeshwar Waterfall,Maharashtra,,,WATERFALL,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its waterfall landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00081,Nighoj seasonal falls,Maharashtra,,,WATERFALL,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its waterfall landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00082,Kundalika Valley Falls,Maharashtra,,,WATERFALL,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its waterfall landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00083,Kalu Valley Falls,Maharashtra,,,WATERFALL,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its waterfall landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00084,Tarkarli Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00085,Devbag Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00086,Malvan Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00087,Ganpatipule Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00088,Diveagar Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00089,Harihareshwar Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00090,Kashid Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00091,Alibaug Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00092,Nagaon Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00093,Murud Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00094,Revdanda Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00095,Kihim Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00096,Awas Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00097,Korlai Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00098,Shrivardhan Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00099,Velas Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00100,Guhagar Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00101,Bhatye Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00102,Ganeshgule Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00103,Aare-Ware Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00104,Ratnagiri Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00105,Dapoli Ladghar Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00106,Karde Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00107,Murud-Harnai Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00108,Kelshi Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00109,Anjarle Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00110,Harne Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00111,Vengurla Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00112,Bhogwe Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00113,Shiroda Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00114,Redi Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00115,Mochemad Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00116,Tarkarli Devbag Sangam,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00117,Kunkeshwar Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00118,Achara Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00119,Bhogave Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00120,Mithbav Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00121,Nivati Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00122,Tondavali Beach,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00123,Kunkeshwar Coast,Maharashtra,,,BEACH,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its beach landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00124,Mahabaleshwar,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00125,Panchgani,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00126,Matheran,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00127,Lonavala,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00128,Khandala,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00129,Bhandardara,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00130,Igatpuri,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00131,Amboli,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00132,Toranmal,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00133,Chikhaldara,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00134,Jawhar,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00135,Kaas Plateau,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00136,Koynanagar,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00137,Panhala,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,RENOWNED,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00138,Malshej Ghat,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00139,Tamhini Ghat,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00140,Bhimashankar,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00141,Lonar,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00142,Karnala,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00143,Kalsubai,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00144,Harishchandragad,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00145,Rajmachi,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00146,Ratangad,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00147,Sandhan Valley,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00148,Prabalgad,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00149,Kalavantin Durg,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00150,Rajgad,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-00151,Torna,Maharashtra,,,HILL_STATION,MAHARASHTRA_PRIORITY,,Nature-focused Maharashtra destination; famous for its hill_station landscape or outdoor experience.,,,,,NOTABLE,Maharashtra Tourism / Wikipedia / Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
