"fort_id","fort_name","district","locality","base_village","latitude","longitude","location_source","location_confidence","elevation_m","route_id","route_name","route_start","route_start_latitude","route_start_longitude","route_end","route_distance_km","route_duration","route_difficulty","route_type","trek_start","trek_route","trek_distance_km","trek_duration","difficulty","best_season","protection_status","route_source","route_verification_status","gps_status","trek_status","primary_source","verification_status","location_verified_date","last_verified","dataset_scope","record_status","base_village_source","trek_start_latitude","trek_start_longitude","route_confidence"
"MH-F-310","Moragad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-311","Murtazapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-312","Nanded","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-313","Nandgiri (Kalyangad)","Satara","Koregaon taluka","Dhumalvadi","17.7784416","74.1264734","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1078","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Kalyangad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-314","Nandos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-315","Nandurbar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-316","Narkher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-317","Nashratpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-318","Nhavi Killa (Ratangad)","Ahilyanagar","Ratanwadi (Bhandardara)","Ratanwadi","19.5","73.69","Wikipedia infobox coordinate (rounded)","SOURCE-BASED; FORT POINT","1297","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Ratangad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-319","Nivati","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-320","Nimgiri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-321","Pabar","Nashik","Igatpuri–Bhandardara road","Guhire","19.482361","73.752833","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1350","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Pabargad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-322","Padar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-323","Padargad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-324","Padamgad (Padmagad/Padmadurg)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-325","Pal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-326","Palgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-327","Palshi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-328","Pan Buruz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-329","Pandavgad","Satara","near Wai","Bhoganv","17.997995","73.863635","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1273","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Pandavgad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-330","Pargad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-331","Parkot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-332","Parinda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-333","Parola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-334","Parsik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-335","Parwadi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-336","Patheri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-337","Patta (Vishramgad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-338","Pavangad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-339","Peb (Vikatgad)","Raigad","near Neral/Karjat (Matheran range)","Neral","19.028694","73.279056","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","640","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Vikatgad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-340","Pedagaum (Bahadurgad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-341","Pemgiri (Shahagad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-342","Pedka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-343","Phardapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-344","Phonda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-345","Phutaka Buruz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-346","Pimpalner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-347","Pisol (Dighve)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-348","Prabalgad","Raigad","between Matheran and Panvel","Thakurwadi / Prabalmachi","18.9734","73.2243","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","700","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Prabalgad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-349","Prachitgad (Uchitgad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-350","Raireshwar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-351","Rajdehar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-352","Rajdher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-353","Ramshej","Nashik","Ramshej village","Ramshej village","20.112195","73.767354","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","975","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Ramsej Fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-354","Ramtek","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-355","Rasalgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-356","Ratandurg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-357","Ratnagiri (Ramdurg)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-358","Raver (Rasalpur)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-359","Rawlya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-360","Revdanda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-361","Rohida (Vichitragad)","Pune","near Bhor","Bajarwadi","18.10278","73.82083","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Rohida fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-362","Rohilgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-363","Sadashivgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-364","Sagargad (Kheldurg/Khaladurg)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-365","Saitonda (Sutanda)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-366","Sakri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-367","Salota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-368","Samangad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-369","Samkshi (Badrud-din)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-370","Sangli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-371","Sanjan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-372","Santoshgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-373","Sarasgad (Aminabad/Pali)","Raigad","Pali","Pali","18.542614","73.227965","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","490","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Sarasgad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-374","Sarjekot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-375","Satara (Ajinkyatara)","Satara","Satara city","Satara city","17.672361","73.995389","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1356","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Ajinkyatara","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-376","Sathavli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-377","Savda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-378","Sawantwadi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-379","Sawargaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-380","Sewri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-381","Shahada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-382","Shahagad (Bhimgad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-383","Shegwa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-384","Shirgaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-385","Shirpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-386","Shirval (Subhamangalgad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-387","Shivgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-388","Shrivardhan (Rajamachi)","Pune","Rajmachi (Shrivardhan balekilla)","Udhewadi","18.825799","73.395527","Wikipedia infobox coordinate is for the Rajmachi complex as a whole; Shrivardhan's own peak coordinate not separately isolated — treat as approximate","SOURCE-BASED; FORT POINT","","","","","","","","","","","","","","","","","","Protected Monument","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Shrivardhan Fort / Rajmachi","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-389","Shrimangalgad (Haji Malang)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-390","Sidhagad (Bakshidabaksh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
